text,actual_label,predicted_label,prob_negative,prob_neutral,prob_positive,is_correct
bought game twice play phone give license error give money back,negative,negative,0.9657898252150877,0.013249139403383545,0.02096103538152866,True
beyond expectation,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
game goat game,negative,negative,0.999919684157425,5.361732386812532e-08,8.02622252512984e-05,True
game interesting entertainment remove stress become cool everyone try game,positive,negative,0.7251510188186739,0.0003833323826849273,0.27446564879864094,False
minecraft good game specifically java edition console pc bedrock would get star pocket edition bedrock far worst version minecraft used par one ruined old mobile control ability upload custom skin top mobile minecraft tendency randomly delete world literally reason fix control fix glitch fix bedrock general,negative,negative,0.9562797301897412,0.0034690691957806083,0.040251200614478184,True
love game,positive,positive,0.019933852700914335,2.1585727009510044e-07,0.9800659314418156,True
dont work,neutral,neutral,0.02766748661952508,0.9474753076905231,0.02485720568995174,True
best creative game,positive,positive,7.299533382596461e-11,3.650232842835633e-11,0.9999999998905025,True
bad purchase cant install phone microsoft solve problem far,negative,neutral,0.5492671149234036,0.44319085761126564,0.007542027465330722,False
best game world,positive,positive,1.6940580501171154e-07,8.463819963320857e-08,0.9999997459559953,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
game worthy survival player,negative,negative,0.9957968081751234,4.1498369890757693e-05,0.00416169345498568,True
game fun time year old loved game give nostalgia minecraft grown much loved game,positive,negative,0.5752329438596416,0.0007288158343891066,0.4240382403059692,False
can understand game synched phone tablet share google account share minecraft account however bought mansion pack tablet showing phone although account edit markeplace working although connected internet saying might bw connected bad app,negative,negative,0.6255207245843104,0.13435003586279406,0.24012923955289567,True
cant play make leave game without anything,negative,negative,0.8853252953648408,0.03842929289981058,0.07624541173534863,True
game cool graphic good game learn many thing game problem like game,negative,negative,0.892418474529141,1.4996316523466957e-05,0.10756652915433543,True
bought doesnt want inatall tried almost everything nothing working,neutral,neutral,0.5911715224936913,0.3710500937274241,0.03777838377888468,True
mylove,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
amezing,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
addicted game buti noticed lot witchcraft dont really like online dont really think christian like playing,negative,negative,0.8625506818055325,0.0009524984905498983,0.13649681970391753,True
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
minecraft incredible game spark creativity endless possibility whether youre building massive structure creative mode surviving mob survival mode gameplay always engaging graphic may seem simple blocky aesthetic iconic allows amazing creativity multiplayer make even better join friend crafting exploring battling,positive,positive,0.007848457464885853,0.0008642218052517463,0.9912873207298624,True
update seem fix issue custom skin file couldnt ported game even though already fit format etc ive turned allow trusted skin option barely work still cant use skin theyre supposedly compatible cant port supposed better worse,positive,negative,0.6842963299546556,0.02869822449440109,0.2870054455509433,False
mojang suck,neutral,neutral,0.043874044693316065,0.8227136458479942,0.13341230945868995,True
uwu,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
minecraft say,neutral,neutral,0.02271809546802854,0.952789187967581,0.02449271656439047,True
enchanted armor glitching enchanted weapon fixed last update suddenly happening look gross like equipped rainbow block skin look gross mojang fix problem forever,positive,neutral,0.37429059149326316,0.43029606029254747,0.19541334821418935,False
great game one problem fun amount storage take like huge delete mostly apps pic plz work money paid better worth,positive,positive,0.017884917597896982,0.0005589528894460575,0.9815561295126571,True
minecraft love game peace full game open world nether hard survive like adventure hardcore update fast plz ok end,positive,negative,0.725774533827255,0.00036902915965792164,0.27385643701308693,False
buying game bought game phone month later got chromebook wanted get minecraft chromebook saw pay hooked chromebook apps phone basically phone chromebook wish could play minecraft chromebook bc already paid app store,negative,negative,0.7374628175879211,0.20938214843508682,0.05315503397699198,True
happy diwali minecraft,positive,positive,0.0005060974440364704,0.02297050558195736,0.9765233969740061,True
pro,neutral,neutral,0.02303561921512787,0.9611719647495224,0.015792416035349744,True
fum,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
guy whats going unable join server india getting disconnected please solve,negative,neutral,0.5391162475121236,0.39404398471225666,0.06683976777561947,False
literally bugcraft bro extremely poorly made game different sensitivity running idle cant even change separately new control awful tf even made beta version,negative,negative,0.8963205083558229,0.014387126620287401,0.08929236502388954,True
super gem,positive,positive,0.04618998899827337,0.014355737954324519,0.9394542730474021,True
best game free fire pubg,positive,positive,1.4928539443889902e-07,1.6275027057610165e-07,0.999999687964335,True
best sandbox game ever top game,positive,positive,0.06748905878179758,2.703347590842383e-05,0.9324839077422941,True
laggy af gb ram ridiculous run game actual graphic like diablo fine haha laughable give back garbage,negative,negative,0.8928160431876447,0.03454508734593863,0.0726388694664166,True
suuuuuuuuuu game sooo good playing game year never get bored,negative,negative,0.9746878951584379,0.00027821817503637304,0.025033886666525878,True
great game one favorite,positive,positive,5.659659299654274e-08,2.840502359077224e-08,0.9999999149983835,True
op game,negative,negative,0.9967952866054428,9.087153800023388e-06,0.0031956262407571373,True
great jut great nothing else say,positive,positive,0.00036066387531670264,0.010534551790737886,0.9891047843339456,True
siuu,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
sandeep,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
imagination,neutral,neutral,0.03499543160215134,0.873691693734332,0.09131287466351669,True
phone working yoooooo,neutral,neutral,0.020229269676428817,0.9681131519641042,0.011657578359467173,True
really cool though removed holiday creator feature addons dont work due removal hope return version,positive,positive,0.32627980504907034,0.09535200388022087,0.5783681910707088,True
best,positive,positive,1.0597356145966005e-12,1.2575433333116802e-12,0.9999999999976827,True
pedal,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
sorry star cause cant play friend pleasez fix lag,negative,negative,0.7107710540903119,0.2659265474169902,0.023302398492697877,True
poor game trued install time always showing cant installi followed guidance whuch provided still downloaded,negative,negative,0.9043402850000949,0.013061268659164084,0.08259844634074066,True
bug use customized control ingame ride horse animal control reset annoying customize plzz fix device infinix note,negative,negative,0.6737095240657429,0.1298924235817059,0.1963980523525509,True
work mid,neutral,neutral,0.02933372583821671,0.950233816640571,0.02043245752121206,True
fun game,negative,negative,0.9662596850662476,0.000473009613001513,0.03326730532075088,True
love game low device downloading,positive,positive,0.4647632720655998,0.005260187701953487,0.5299765402324467,True
definitivamente melhor jogo mundo v,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
game keep crashing loading,negative,negative,0.8725805768732444,0.024923033511074846,0.1024963896156806,True
rate app,neutral,neutral,0.022881584452112153,0.9643779754856512,0.012740440062236602,True
want balatro tbh,neutral,neutral,0.029970709869190336,0.9267814619674366,0.043247828163373046,True
best game everrrrrrrrrr paid wortyyyyyyyyyyyyy loveeeeee thisssss gameeeeee help mod addons game realasticcccccc,positive,positive,0.12635518956755531,0.00013876412270298952,0.8735060463097417,True
congratulation mojang,neutral,neutral,0.02456549538371414,0.9390397291174262,0.036394775498859507,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
sport g mobile game note sport ki server g mobile soul problem,negative,negative,0.866106961250992,0.085881269954165,0.048011768794842764,True
lag problem,neutral,neutral,0.06459317459656755,0.9196511167645115,0.01575570863892089,True
op game hai mst game hai mojeng studio op hai,negative,negative,0.9529538908555655,0.011627128942099224,0.03541898020233514,True
trying play friend online never show online time trying figure way around luck,neutral,neutral,0.03601670668386613,0.9363692898433401,0.027614003472793965,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
tho game nise,negative,negative,0.8974643399452078,0.0060196740612030826,0.09651598599358922,True
love minecraft,positive,positive,1.649508365677893e-08,1.9495002353678218e-08,0.999999964009914,True
refundy money,neutral,neutral,0.38217916133179325,0.4843177173002741,0.13350312136793238,True
buy game there something wrong fave data recent cant download someone help fix,negative,negative,0.9653584989900017,0.019842081541704,0.014799419468294047,True
happy play game,positive,positive,0.05930312854475921,0.0003106168762506899,0.9403862545789903,True
im sorry wont let join sibling playing wifi,negative,negative,0.7695711174140722,0.2125261622978496,0.017902720288078093,True
excellent game new added mace crazy wind charge cant hold hand thing good improve bedrock addition,positive,positive,0.019698928455003917,0.00014609784483517004,0.9801549737001606,True
super game nice,positive,positive,0.025134575798825838,4.735100024073053e-06,0.9748606891011501,True
minecraft legend,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
opppp game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
hay please add game mic,negative,negative,0.9835136880826257,0.0019037216401751565,0.014582590277198893,True
make national park mode dont make actual game animal look overloaded one releasing animal actual game,negative,negative,0.630219472077944,0.044337130155913666,0.3254433977661423,True
minecraft opppppppp,neutral,neutral,0.016577806389661526,0.9457114354471077,0.037710758163230836,True
epic game,negative,negative,0.970996851099633,0.0004180973208161657,0.02858505157955081,True
get paid minecraft phone onto son phone,neutral,neutral,0.12110076302231515,0.841553436832007,0.03734580014567761,True
fabulous game whenever open split screen customized control turn default control please fix,neutral,negative,0.9863768431924398,0.0072168317977480715,0.0064063250098120245,False
love game,positive,positive,0.019933852700914335,2.1585727009510044e-07,0.9800659314418156,True
look love game seems whenever play unknown reason get bored old time loved game played elder brother also friend two many resource hard annoying know acknowledge every single minute game randomly glitch annoying like gameand best game ad weird stuff coming around hope understand,negative,negative,0.9945189972093983,1.4592357450022764e-05,0.005466410433151752,True
popular game minecraft,positive,negative,0.999713478432363,9.149843830739617e-08,0.00028643006919872575,False
game also epic game game made lockdown time best also many indian youtubers playing game wotch always there video thought play game game creativity mind good luck steve,negative,positive,0.2497340568240895,0.0007416211483773847,0.7495243220275333,False
game fun make u strong imangination creative build house park super market,positive,positive,0.1452335196823746,0.0007686245186216478,0.8539978557990039,True
download device,neutral,neutral,0.025446342922124054,0.903503024665115,0.07105063241276108,True
game sam,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
many update good,positive,positive,5.016516279976899e-11,5.74204899426217e-11,0.9999999998924143,True
cant install game already paid,negative,negative,0.9912929435041624,0.0024487323486202,0.006258324147217565,True
good game international creative survival mobile game time,positive,positive,0.0936380482908629,5.087980007050372e-05,0.9063110719090665,True
ive playing minecraft absolutely amazing creativity allows endless build explore survive blocky world much freedom love different modessurvival creative multiplayer add much variety simple graphic unique charm update keep game exciting plus community mod map make even better youre looking game create explore fun minecraft,positive,positive,0.014500077604229956,4.5542631784234595e-06,0.9854953681325915,True
bahut accha game hai,negative,negative,0.9490735458715718,0.020624557181565577,0.030301896946862618,True
hey mojang app installing,neutral,neutral,0.05724248176252258,0.8916646532442695,0.051092864993208094,True
leg problem fps low fix,neutral,neutral,0.07460506949598752,0.8745071372888064,0.050887793215206235,True
wowwwwwww,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
want java edition pe,neutral,neutral,0.011938491926919873,0.9477544574915194,0.040307050581560734,True
hi love game didnt sign beta program im stick beta meaning cant lot thing please help,positive,negative,0.7138543256871476,0.04166025227039833,0.24448542204245424,False
doesnt let play server say log xbox join even ifi dont work,neutral,neutral,0.037015187644188235,0.9286777621632412,0.03430705019257059,True
game really good prefer play freind really enjoy minecraft,positive,positive,0.019078944111124808,7.889499630067451e-07,0.9809202669389123,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
game wayst many game note installed wath rabisha,negative,negative,0.5667313464055613,0.0007681933530185782,0.4325004602414199,True
never played game give enjoyment fun game,negative,negative,0.9916738047883893,3.308251046372209e-05,0.008293112701146963,True
goood,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
hi mojamg game good enjoy building thing please add login button login account,positive,positive,0.12580298618881167,0.01487198117846204,0.859325032632726,True
phone option refund device problem mistake dont mistake please solve,neutral,neutral,0.11186647522374935,0.825105817063513,0.06302770771273737,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
become bad play minecraft since year much lagging device thought phone problem change device lag gb ram device try buy realm server always say sorry cant make purchase maybe internet slow,negative,negative,0.9369773821600409,0.006018222846672761,0.057004394993286536,True
game nugs lag much dint like game im deleting,negative,negative,0.9990042097478916,1.0889981240343578e-06,0.0009947012539842151,True
game mai marketplace mai kuch bhi free nai milta bekar game hai bhot dont buy,negative,negative,0.7846769900029111,0.13984531308413364,0.07547769691295528,True
bheri naaaice gam hai je bohot lapp game,negative,negative,0.9977818306234262,1.3248970496335167e-05,0.0022049204060774438,True
interface bad cant really move play paralyzed entire time,negative,negative,0.9281691365545894,0.02653867388509356,0.045292189560316776,True
best game ever made history,positive,positive,3.08148481463741e-07,1.5409217101122804e-07,0.9999995377593476,True
game downloading purchasing minecraft please solve error,negative,negative,0.9178883469672963,0.059560399453660616,0.022551253579043168,True
cant sign account year keep telling error code creeperthanks losted realm progresspls help,neutral,neutral,0.1780147474926544,0.7582316125722152,0.06375363993513014,True
minecraft child hood game ever since use imagination survival skill fun play friend,negative,positive,0.43541374370506875,0.018672195171359707,0.5459140611235715,False
love game worth money,positive,positive,0.06906038557694154,2.752590802417777e-05,0.9309120885150346,True
lovli game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
opgame,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
playing minecraft year,neutral,neutral,0.09268343606778527,0.8144884949665291,0.09282806896568581,True
nice game thanks game,negative,negative,0.66907303611911,0.00039608959318951516,0.33053087428770056,True
love game meri mmy bohot din ke baad ye download kar ke diya hai mujhe ye game pehle khel na ni aata tha lekin gamerfleet bhaiya ki video dekh ke sikh gyi ab bohot ache se khel leti hu,negative,negative,0.5066782159530835,0.1578642960424987,0.33545748800441777,True
childrelike,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
op game,negative,negative,0.9967952866054428,9.087153800023388e-06,0.0031956262407571373,True
thare one game better mf,positive,positive,0.1270767698479552,0.0001468433917797192,0.8727763867602653,True
please remove reander dragon,neutral,neutral,0.009667374116856925,0.9606345958504944,0.02969803003264843,True
f beta version problem access world,neutral,neutral,0.13088146060031272,0.7992785690886666,0.06983997031102075,True
fault game cant use hack hive ban week wrong,negative,negative,0.9526398466528353,0.011599327280597633,0.03576082606656694,True
op game world,negative,negative,0.982732345514292,0.0014585691267710993,0.015809085358936926,True
went pirating game actually buying show good person supporting small business like microsoft helpful towards help grow exponentially,positive,negative,0.8834525272294834,0.005170122423260082,0.11137735034725615,False
pathetic,negative,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,False
fix ghost touch know screen,neutral,neutral,0.07418776808519402,0.912686136630376,0.013126095284429975,True
please fix stutter lag issue samsung ultra cant even play without stutter lag bothering,neutral,neutral,0.10184613393364911,0.8738206099305782,0.024333256135772644,True
wrong marketplace can open friend world can get mojang,negative,neutral,0.38674640275196315,0.5296053035900062,0.08364829365803052,False
wonderfull game,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
techonblade never dy,neutral,neutral,0.011299430473370134,0.950465441304745,0.03823512822188489,True
nice,positive,positive,2.7823802282984587e-08,3.237382544085161e-08,0.9999999398023723,True
ismein server play nahin ho pa rahe hain please theek karo isko aur add server mein server please nahin ho rahi aur add server mein hi nahin ho rahe hain aur ismein leg bhi bahut jyada raha hai,neutral,neutral,0.08339430880896179,0.8651344584327996,0.05147123275823878,True
cant connect friend world,neutral,neutral,0.053421278865810364,0.9189849797290401,0.027593741405149405,True
good pcmobile game gamers also kid tell survival creativity educational thing etc cant express love game mojang,positive,positive,0.09575107244003346,0.00022344291748800958,0.9040254846424786,True
best app kid learn several thing enhance creativity game also help overall development,positive,positive,0.0404177004472571,0.02838343422078591,0.9311988653319571,True
op hot op,positive,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,False
bad game grafic bad,negative,negative,0.9999907811296016,7.573719446623849e-08,9.143133203991725e-06,True
going cant even play friend update bad miss friend say version may connect soon multiplayer suddenly window showed say android version mobile discontinued,negative,neutral,0.3562689205320196,0.5929469224042466,0.05078415706373364,False
amazing game running problem,positive,positive,0.33615462583892713,0.0010193559022234958,0.6628260182588492,True
laggy gb ram,neutral,neutral,0.2548614146317519,0.6783064940143398,0.06683209135390823,True
ive playing game since back used play mum phone im still like play hella nostalgic,negative,negative,0.9595560513817586,0.003934658100707627,0.036509290517534106,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
awesome helpful,positive,positive,4.435155537669619e-05,0.0021491712179898845,0.9978064772266332,True
w game finally got dream since childhood,negative,negative,0.9595705316398834,0.02537311434147325,0.015056354018643532,True
op nice beautiful game,positive,positive,7.474079594192143e-07,3.7491458436343666e-07,0.9999988776774562,True
game nice cool game server exciting game game fully open world game like much playing friend,negative,negative,0.9562387073509013,7.10051920623397e-07,0.04376058259717798,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
help creativity building house trade,neutral,neutral,0.30839360898300944,0.6190985082319072,0.0725078827850832,True
buy app play first mb app good good old gold,positive,positive,1.482339298856523e-06,8.397410057984789e-07,0.9999976779196953,True
mi realm desapareci,neutral,neutral,0.03157069435144891,0.9445908914112483,0.02383841423730246,True
good game around,positive,positive,0.09812623528264174,9.484704416653962e-05,0.9017789176731916,True
wtffff hate give star u guyss listening u fixed screen freeze problem happening android phone happening fav game bug annoying plz fix also want giva star rating game plz fix reduce lag game phone gb ram proccesser good phone new still lag like fps plz optimise game,negative,negative,0.9935830121849873,3.1412081248164186e-05,0.0063855757337646715,True
purchase officially minecraft play store game lag device sometime crash second freeze problem please fix problem request,negative,negative,0.9640667957114298,0.021712582153016857,0.014220622135553213,True
installing payed,neutral,neutral,0.008523075299571865,0.9834691083846571,0.008007816315771273,True
hello leave beta test program press leave button uninstall reinstall game,negative,negative,0.6442549276880436,0.15316211534351104,0.20258295696844542,True
one daily game,negative,negative,0.998986551941863,7.916041727289547e-07,0.0010126564539642284,True
favourite game,negative,negative,0.9998736007568578,3.2403598084064973e-06,0.00012315888333401176,True
aura,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
thank fixing bug longer play beta,neutral,neutral,0.06740201296170173,0.8431207198964877,0.08947726714181044,True
paid game game keep stuttering every second since version kinda annoying armor glint broken visually,negative,negative,0.9990805086529722,4.148388172852147e-06,0.0009153429588549854,True
love game want alpha v,positive,positive,0.05021323916769282,1.3027258843167489e-05,0.9497737335734643,True
come mojang add animation player mob movement,neutral,positive,0.3058195604813064,0.2076104986740359,0.48656994084465754,False
favorite game,positive,positive,0.045386968002587603,7.389930799750038e-05,0.9545391326894149,True
worst game,negative,negative,0.9999603893104324,5.685407391391298e-08,3.9553835493840954e-05,True
please dont let aadiya bay dont know think good time family great day date aadiya bay dont know think much fun,positive,positive,0.0029394923441338795,0.0001065669806201684,0.9969539406752458,True
trash doesnt work always freeze phone always glitch always pause reason stupid game,negative,negative,0.9729719217376049,0.006598595238227475,0.020429483024167555,True
fun haz cool graviks,positive,positive,0.009560992822244386,0.0001508961313914484,0.9902881110463642,True
hi roblox revews kinda boring soo anoying,negative,neutral,0.6126876914639489,0.37250639253193196,0.014805916004119214,False
let sign say something went wrong every time try,negative,neutral,0.5445198095147864,0.4425283630788584,0.012951827406355126,False
cant install game get money back,negative,negative,0.9934591807319573,0.0003990391519172497,0.006141780116125299,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
feature added game able customise external mouse cursor size add please size mouse cursor big mobile much trouble playing like rating also want feature,negative,negative,0.4988794558227988,0.011786696917849039,0.4893338472593521,True
untuk minecraft saya sudah membeli world di minecraft ketika saya pakai worldnya tidak berfungsi seperti bug ada notice karena memori saya penuh padahal memori saya tersedia gb harus berapa gb untuk memainkan world berbayar ini saya bingung tolong di respon terimakasih,neutral,neutral,0.03929362206992955,0.8799222517252357,0.08078412620483476,True
like minecraft,neutral,neutral,0.02073928914618664,0.9487179691253153,0.030542741728498086,True
one best game ever dont play pocket edition alot u get pc console edition better,positive,positive,0.0034636647601818476,0.0007503242184946683,0.9957860110213235,True
nice game,positive,positive,0.04395948244899335,3.626988494501355e-06,0.9560368905625122,True
best,positive,positive,1.0597356145966005e-12,1.2575433333116802e-12,0.9999999999976827,True
purchased minecraft yesterday tried install like time every time somehow fails tried everything didnt work around gb free storage still installing every apps downloading perfectly minecraft cleared cache cleared data restarted phone still working anyone solve issue want play minecraft bad,positive,neutral,0.277390386774968,0.6693381492476831,0.05327146397734876,False
one best game ever made made childhood made youth wonderful thank minecraft,positive,positive,0.011210404638360233,0.04031654452566993,0.9484730508359699,True
like,neutral,neutral,0.025263589890683173,0.9483066857898824,0.02642972431943433,True
great,positive,positive,1.6126300340731468e-07,1.926759215780365e-07,0.999999646061075,True
cant remove beta version minecraft please requested please please please solve problem,neutral,neutral,0.010974852115607593,0.9800417915873806,0.008983356297012099,True
yah minecraft wala haman pagal banaa raha hai yah mujhe sign nahin karne de raha hai,neutral,neutral,0.0890392291363771,0.899269669906478,0.011691100957144832,True
server work g network,neutral,neutral,0.018638308633187616,0.9546810781151382,0.026680613251674173,True
op,neutral,neutral,0.016111775784062008,0.9499309627994185,0.03395726141651928,True
op game,negative,negative,0.9967952866054428,9.087153800023388e-06,0.0031956262407571373,True
cool game,negative,negative,0.9329711926679765,3.6477700735346872e-06,0.06702515956194986,True
game terbaik di dunia,negative,negative,0.9999998499998997,5.000004645258318e-08,1.0000005392615562e-07,True
control almost unbearable slow put normal difficulty bombarded enemy make impossible cut even tree buy version huge waste money,negative,negative,0.9608133058872158,0.004919178078856966,0.034267516033927095,True
good,positive,positive,1.4615021671536961e-12,1.1379869151691492e-12,0.9999999999974004,True
game best also tip wan download mod download addons use good sometimes say version lower mod bla bla anyways still love game,positive,positive,0.004057957707843889,1.3052287984321122e-06,0.9959407370633575,True
minecraft install play friend solv error,neutral,neutral,0.021594995613529136,0.9491006013837494,0.029304403002721403,True
absolute arated game need little work multiplayers make little bit unlaggy possible multiplayer mode need good network play without lag sometimes possible need problem fixed,positive,negative,0.6769698471550728,0.005739244853588191,0.3172909079913391,False
wahh,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
love game favourite game ever amazing game surviving really inspired sandbox game way work best,positive,positive,0.0774694854318689,2.6179940433997567e-05,0.922504334627697,True
best game world install mod addons game fun game love build thats gave star,positive,positive,0.02530191816729943,5.575089315168558e-07,0.974697524323769,True
wheres holiday feature,neutral,neutral,0.042296719693064054,0.9334945489730964,0.024208731333839596,True
op game minecraft,negative,negative,0.9891056962923788,0.0001115842273442674,0.010782719480277049,True
wow,positive,positive,0.0232567517803974,0.010637905554791991,0.9661053426648105,True
minecraft beta varson without join beta varson plas fix cant play frand,neutral,neutral,0.07466782119642355,0.8949899494447762,0.030342229358799953,True
update work,neutral,neutral,0.03694394130261345,0.942614840012187,0.020441218685199793,True
cant use shade pack solve,neutral,neutral,0.013749199515507345,0.9536853476408009,0.03256545284369172,True
need help spent rupee installing play store say install please help,negative,neutral,0.1296719913605612,0.8401464667419791,0.030181541897459724,False
op app op gaem,neutral,neutral,0.012853155951126476,0.9553045007178312,0.031842343331042196,True
like build fun creative im good survival idea next update contain different color light id like put pink light house color plus would good dance floor,positive,positive,4.165436509434434e-06,3.95178427714622e-06,0.9999918827792134,True
best game played teach creativity endless hope top one game someday,positive,negative,0.4946668490906442,1.1853583435205972e-05,0.5053212973259202,False
favourite game,negative,negative,0.9998736007568578,3.2403598084064973e-06,0.00012315888333401176,True
sangat seronok dan bagus juga walaupun ada mob yang ngeselin ya tapi okelah,neutral,neutral,0.03754837865852659,0.9121499093640223,0.05030171197745114,True
think bundle update cause crash minecraft keep autoclosing open last world trouble bundle started issue,negative,neutral,0.2861805960211816,0.5083068991438657,0.20551250483495298,False
game good let explore friend,positive,negative,0.7015393513156909,0.0031976766893877647,0.2952629719949215,False
look see start universe yes bad bedrock atleast multiplayer note fixed im deleting funny,negative,negative,0.6949577750483401,0.07214538393256442,0.2328968410190956,True
turning point game industry release masterpiece,negative,negative,0.8096110621087115,0.03524011075047104,0.15514882714081754,True
literal childhood pocket,neutral,neutral,0.014440301493916133,0.9611711797543522,0.02438851875173156,True
oppppppp,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
noob,neutral,neutral,0.03682519969963481,0.9417256059982274,0.021449194302137476,True
game suck enchanted iron armor sword bow shield unbreaking shield hit iron golem arrow shield blocking shield almost full heath iron golem killed blocking hit shield,negative,negative,0.7148375557908239,0.17854639147027887,0.10661605273889731,True
best game ever,positive,positive,2.5511569663291125e-08,1.2752044366013824e-08,0.999999961736386,True
break job block villager still job pls fix im tired bug,negative,neutral,0.03315481212415761,0.9227701136124126,0.04407507426342988,False
okk,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
support thafik tamil gaming,neutral,neutral,0.05286454552767009,0.9063185552836317,0.04081689918869844,True
need help help minecraft,neutral,neutral,0.04271344838118771,0.9074725687530664,0.049813982865745975,True
best game like,positive,positive,3.466550969721903e-07,1.73136008569122e-07,0.9999994802088944,True
fun experience reinstalled minecraft couldnt join friend world gone nothing file backup file wasnt even myminecraftworlds file ridiculous,negative,neutral,0.16381588705780145,0.7296485718037963,0.10653554113840245,False
volta com foto antiga,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
best game played mobile,positive,positive,0.013190531771928207,5.658974723984289e-05,0.9867528784808318,True
build everything,neutral,neutral,0.08442324199615311,0.7522231754825996,0.16335358252124718,True
der beste spiel die kannte erde,neutral,neutral,0.14724716372553293,0.8435039110614757,0.009248925212991255,True
please add hardcore mode,neutral,neutral,0.017651002334783197,0.9454256979395664,0.03692329972565045,True
super bhai maja agya iss game ko khel kar paisa wasool yeh boy isko maine apni gf ke sath khela meri gf toh khuss ho gai wowwww,negative,negative,0.9121258145405968,0.02509848832711048,0.06277569713229295,True
minecraft best game,positive,positive,2.8590159325774226e-08,1.4290558008112807e-08,0.9999999571192826,True
game downloading dont know reason give downloading install working full internet see game maker issue,negative,negative,0.9748231848076385,0.0041454849864675115,0.021031330205893855,True
game beat game favourite game life best game ever existed,negative,negative,0.9959963596498342,7.877003724223322e-06,0.0039957633464414175,True
water glass black fix please,negative,negative,0.8908903133833802,0.04513321944709828,0.06397646716952164,True
please add floatater please need elevator stuff,neutral,neutral,0.07526612098082765,0.9072921419685773,0.017441737050595197,True
like played several account miss old day,positive,positive,0.17395058258537374,0.187689961024852,0.6383594563897742,True
ilove,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
good game,positive,positive,0.01214113235802541,7.349976979480037e-08,0.987858794142205,True
game bad minecraft best,negative,positive,0.4632108784515956,1.454584015584464e-05,0.5367745757082485,False
best game,positive,positive,8.198193500319978e-10,4.0988755311738256e-10,0.9999999987702931,True
realastic realy creative game,positive,positive,0.16285402044041677,0.0003047212618195144,0.8368412582977636,True
goated game,negative,negative,0.9891428399727294,0.002221117943906757,0.008636042083364135,True
pretty good super fun mob kind annoying though,positive,positive,2.313379827524467e-06,1.1638400906772938e-06,0.9999965227800819,True
heart game,negative,negative,0.9953970589852074,0.00015940900123388816,0.004443532013558855,True
option use data whenever join multiplayer game let kick cant play game friend suck weve tried many thing fix none work randomly play alone camera start shaking cant see im,negative,negative,0.9814353556054283,0.000376464771727268,0.018188179622844514,True
parkour civilization noone jump beef,neutral,neutral,0.02348821668893932,0.941269064402929,0.03524271890813163,True
realm laggy much,positive,negative,0.7199983805926635,0.10676444416302937,0.1732371752443072,False
done steve unbelievable departure original never wanted pay microsoft bought game member imagined would mess game much refunded,negative,negative,0.985020447742899,0.00029380532956303567,0.014685746927537862,True
