processed_text,label,dominant_topic,topic_confidence,topic_keywords
goatest goated game,negative,1,0.04794513686622685,"game, nice, like, favourite, fun"
mobail caem game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
game lagging high performance phone try put render distance chunk game setting still working please give update fix mobile phone,negative,1,0.03125344526093221,"game, nice, like, favourite, fun"
game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
purchased game installingi telling game bad,negative,1,0.06465548473258818,"game, nice, like, favourite, fun"
game cool,negative,1,0.06799542076402189,"game, nice, like, favourite, fun"
game updating,negative,1,0.04797595913357738,"game, nice, like, favourite, fun"
favourite game,negative,1,0.08355264759562793,"game, nice, like, favourite, fun"
ive yearning play game since finally could afford minecraft money earnings,negative,5,0.08622458010719282,"minecraft, love, play, please, like"
mobile leg game,negative,1,0.06893745275490097,"game, nice, like, favourite, fun"
ia pretty game recently issue occord dissconnect evwry server mojang solve,negative,1,0.02563540563523345,"game, nice, like, favourite, fun"
ultimate goddess game,negative,1,0.04424316930547773,"game, nice, like, favourite, fun"
nice game duplicate game minecraft,negative,1,0.13361946465333827,"game, nice, like, favourite, fun"
hello mojang recently purchase minecraft game completely disappointed problem crashing whenever used play always crash minute fix trouble please provide solution u,negative,5,0.06454035982537205,"minecraft, love, play, please, like"
game downloading phone please refund money,negative,1,0.032171502750538046,"game, nice, like, favourite, fun"
worst,negative,5,0.0014618759055273812,"minecraft, love, play, please, like"
game fun big update,negative,1,0.04633299705400066,"game, nice, like, favourite, fun"
beta tester crazy using deferred shader mcpe much lagger using java shader pojavlauncer getting fps using pojavlauncer use deferred shader mcpe getting well still beta hope final product isnt laggy thanks,negative,5,0.011901913783994354,"minecraft, love, play, please, like"
reason everytime downloading done app isnt installed phone redownload cycle continue happened last updateit appeqrs might old bug tge game work,negative,1,0.01587396036854468,"game, nice, like, favourite, fun"
sport g mobile game note sport ki server g mobile soul problem,negative,1,0.02625016203400167,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
gud game peace,negative,1,0.03238466736867139,"game, nice, like, favourite, fun"
game one favourite interesting open world game,negative,1,0.0696934797962482,"game, nice, like, favourite, fun"
game nice requesting make game like onethank,negative,1,0.11942648414697046,"game, nice, like, favourite, fun"
bad,negative,5,0.006825022149960111,"minecraft, love, play, please, like"
mean come freaking minecraft mobile else need,negative,5,0.070694681689999,"minecraft, love, play, please, like"
every second there random game freeze stop everything screen game keep going getting annoying constantly die due frozen,negative,1,0.032013573559137816,"game, nice, like, favourite, fun"
keep deleting progress world arent realm really irritating work hard spend hour build im proud ti come back see erased frustrating,negative,5,0.017030430948613794,"minecraft, love, play, please, like"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
dont waste ur money shut game wrost game life ask money pay app say game isnt responding,negative,1,0.04946466803013129,"game, nice, like, favourite, fun"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
cant get enough anger cant get beta,negative,5,0.03459284193457792,"minecraft, love, play, please, like"
reason buy game cause really respect developer make childhood memory first game learn crack,negative,1,0.04106968209882639,"game, nice, like, favourite, fun"
like game play friend cousin fun play,negative,5,0.05338037997305673,"minecraft, love, play, please, like"
people may unfortunately visit realm server get update minecraft decide get new device try downloading minecraft may may work upgraded system phone tablet may support however still use old minecraft apps also get minecraft apps internet work wont get update samsung galaxy tablet unfortunately,negative,5,0.08861179569684105,"minecraft, love, play, please, like"
best game play kid could spend hour creating mega base playing friend always game play rest life,negative,1,0.03399567588108341,"game, nice, like, favourite, fun"
harsh ek number game hai khelna chahie nai khele hain kya tum karega,negative,1,0.020286472905988572,"game, nice, like, favourite, fun"
love game bought game r enjoy playing game friend,negative,1,0.09389812240404888,"game, nice, like, favourite, fun"
god realistic adventure survive game,negative,1,0.027429732073270284,"game, nice, like, favourite, fun"
redownloaded phone miss old app icon almost thought different game,negative,1,0.02029221795379195,"game, nice, like, favourite, fun"
game childhood thank mojang,negative,1,0.040857089955220464,"game, nice, like, favourite, fun"
like game much,negative,1,0.07191431753378233,"game, nice, like, favourite, fun"
cant updaate game,negative,1,0.08593391795225866,"game, nice, like, favourite, fun"
funniest best game could ever havei mean could play friend familyanyone friend thingits like starsit deserves starsi mean blame,negative,3,0.04580350860736611,"best, ever, world, game, played"
minecraft brealent game,negative,5,0.2295873548220713,"minecraft, love, play, please, like"
ive fan since childhood game,negative,1,0.03226926036664682,"game, nice, like, favourite, fun"
game bad minecraft best,negative,5,0.11939490030352956,"minecraft, love, play, please, like"
make keep updating meaning sacrifice apps delete make room stupid update dont actually add anything game ridiculous much space take expect u keep deleting stuff cater need,negative,5,0.01910162601561097,"minecraft, love, play, please, like"
super game,negative,1,0.062184834157806027,"game, nice, like, favourite, fun"
game keren,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
like game really dream buy game five year,negative,1,0.05940134286541082,"game, nice, like, favourite, fun"
fav game,negative,1,0.05376626007750113,"game, nice, like, favourite, fun"
bessssssssst game everrrrrrer,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
aap server bad please solve friend show,negative,5,0.03954490564690553,"minecraft, love, play, please, like"
beast game,negative,1,0.04451753541312996,"game, nice, like, favourite, fun"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
unfortunately microsoft slowly extracting freedom soul game leaving corporate husk wake find old disk copy console edition thats recommended way play,negative,1,0.01709115636887096,"game, nice, like, favourite, fun"
please help cant install game say cant install error,negative,5,0.04698711552644914,"minecraft, love, play, please, like"
bccccc jevi game che play store per ni v che game idk pan thai jai che huttt,negative,1,0.05010828399549175,"game, nice, like, favourite, fun"
fun game,negative,1,0.09161266357245429,"game, nice, like, favourite, fun"
kept kicking game fix,negative,1,0.030606830697634,"game, nice, like, favourite, fun"
game ni besttt sebab dia ajar kita cara belajar hidup,negative,1,0.045002708180797796,"game, nice, like, favourite, fun"
bought game mistake please refund money,negative,1,0.028569127445793846,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
bahut mast game ek bar,negative,1,0.02481871442992491,"game, nice, like, favourite, fun"
minecrafts optimisation dreadful recent year need proper rewrite run intense game cooler better frame rate frankly annoying put id like add even dolphin emulator running wiis intensive game graphic enhancement run better fail match,negative,1,0.02859181718342042,"game, nice, like, favourite, fun"
game never bored,negative,1,0.04077998674790528,"game, nice, like, favourite, fun"
nice game bad update,negative,1,0.06925175441907268,"game, nice, like, favourite, fun"
game feeling life nostalgia,negative,1,0.040504647012226176,"game, nice, like, favourite, fun"
cant send chat game suddenly crash whenever send text text box sometime loading game device automaticaly restrats,negative,1,0.026131451779471893,"game, nice, like, favourite, fun"
like game problem server joining cut one star,negative,5,0.04088410895642154,"minecraft, love, play, please, like"
happend glass block black,negative,5,0.0036785028664861144,"minecraft, love, play, please, like"
game downloading purchasing minecraft please solve error,negative,5,0.07860690002513783,"minecraft, love, play, please, like"
one daily game,negative,1,0.040465164441901555,"game, nice, like, favourite, fun"
hate,negative,5,0.002987100666189219,"minecraft, love, play, please, like"
minecraft nostalgia crazy,negative,5,0.08302567447426816,"minecraft, love, play, please, like"
worst game ever want play friend game telling sign working telling write code given send code tried last send code telling fill tried time signing game worst please dont buy day got code searching friend gamertag saying friend literally fed game lot respect game lost,negative,1,0.037125286608155166,"game, nice, like, favourite, fun"
game fun game,negative,1,0.1407420228262175,"game, nice, like, favourite, fun"
ive playing game since back used play mum phone im still like play hella nostalgic,negative,5,0.051691440324614576,"minecraft, love, play, please, like"
cant download game,negative,1,0.057925959733633466,"game, nice, like, favourite, fun"
hated creeper bow house get man sad start like join family world,negative,5,0.02399599959453902,"minecraft, love, play, please, like"
nice game technically slightly hard understand,negative,1,0.049818832707880005,"game, nice, like, favourite, fun"
love minecraft underrated game memory explore endless world build building creativity fight monster many nostalgic memory game issue mod texture pack bug glitch noticeable please fix,negative,5,0.06815334431477178,"minecraft, love, play, please, like"
ini game bikin gw stres cokkkkkkkkk udah disurulogin katanya dikasi kode malah gak dikasih,negative,1,0.03171544151894404,"game, nice, like, favourite, fun"
murder worst server cap,negative,5,0.017636228266045616,"minecraft, love, play, please, like"
bast game,negative,1,0.05491745381475543,"game, nice, like, favourite, fun"
jay shree ram buy game r,negative,1,0.04215610708643197,"game, nice, like, favourite, fun"
mind blowing game,negative,1,0.03697732693429288,"game, nice, like, favourite, fun"
hate cost money,negative,5,0.006126835781485251,"minecraft, love, play, please, like"
need lot apps download delete need delete game two get new update,negative,5,0.019874395131886827,"minecraft, love, play, please, like"
horrible wouldnt let play game wouldnt even let get,negative,1,0.019024986593321976,"game, nice, like, favourite, fun"
minecraft really fun game build explore fight really love game,negative,5,0.09165891293385797,"minecraft, love, play, please, like"
would give game star minecraft loses bedrock edition still dont really like bedrock despite year mobile port bedrock think play horribly even original minecraft pe anymore still somewhat unique mean minecraft still good game bad version opinion star,negative,5,0.10427043340151017,"minecraft, love, play, please, like"
cant join server game try join show need authenticate microsoft service also signed also show like please repair otherwise delete download also friend play game also suffering thing also say delete game repair error fast otherwise,negative,5,0.04120380680974426,"minecraft, love, play, please, like"
like game,negative,1,0.10585517515596979,"game, nice, like, favourite, fun"
first ever game mobile phone,negative,1,0.03513752265296077,"game, nice, like, favourite, fun"
goated game reason,negative,1,0.039164264407665406,"game, nice, like, favourite, fun"
love game soo much freedom game need follow rule explore anywhere,negative,1,0.05103008998889773,"game, nice, like, favourite, fun"
logo fake,negative,5,0.0016447205426657514,"minecraft, love, play, please, like"
please fixe jump button dpad option even customizing shift place u get scaffolding played minecraft long time sudden change control problem jump button making hard play thank,negative,5,0.06819094314961298,"minecraft, love, play, please, like"
exited beta im still game,negative,1,0.04321112289411428,"game, nice, like, favourite, fun"
fun game,negative,1,0.09161266357245429,"game, nice, like, favourite, fun"
bhai mere friend banoge,negative,5,0.01362852999941955,"minecraft, love, play, please, like"
sick game g good phone lag build much hope fix,negative,2,0.0713096667853168,"good, game, really, friend, app"
cool game,negative,1,0.06799542076402189,"game, nice, like, favourite, fun"
game boring opinion also pay extra money play minecraft game join server slows game kinda like roblox waste money luckily got refund back,negative,5,0.067276921838958,"minecraft, love, play, please, like"
hate app much hope stop updating,negative,5,0.011297375635454675,"minecraft, love, play, please, like"
nothing say wow game mossy game hardcore mode beta version,negative,1,0.048185459935849856,"game, nice, like, favourite, fun"
always wanted buy game,negative,1,0.035639594543594964,"game, nice, like, favourite, fun"
error code creeper time unable login via wifi tried different one please fix,negative,5,0.026093744062154856,"minecraft, love, play, please, like"
giving game star want play friend please play java edition game sometimes doesnt allow join server sometimes working wifi data worst version game,negative,5,0.04542460676097415,"minecraft, love, play, please, like"
game choppy lagi always frame drop,negative,1,0.02554440026154568,"game, nice, like, favourite, fun"
bought game rupee available quality bad like mojang dont want people buy r dont give keep price dont like fair quality bad still love game nice game waiting version,negative,1,0.04637859593109846,"game, nice, like, favourite, fun"
game fun get mob kind boring please hope actually,negative,1,0.02658730874126537,"game, nice, like, favourite, fun"
can live without game,negative,1,0.031859508545890786,"game, nice, like, favourite, fun"
think bundle update cause crash minecraft keep autoclosing open last world trouble bundle started issue,negative,5,0.049936900284825246,"minecraft, love, play, please, like"
brother like thei game,negative,1,0.05323429254094272,"game, nice, like, favourite, fun"
cool game,negative,1,0.06799542076402189,"game, nice, like, favourite, fun"
minecraft skibbiddy fanum tax ohio sigma skibiddy toilet mewing lvl gyattttttttttt,negative,5,0.10783897041540774,"minecraft, love, play, please, like"
minecraft game king,negative,5,0.2295873548220713,"minecraft, love, play, please, like"
love game gave three star cant play friend try join server show unable connect world wrong ip address,negative,5,0.06573621607215271,"minecraft, love, play, please, like"
bad game,negative,1,0.0715551082423865,"game, nice, like, favourite, fun"
button weird,negative,5,0.002421834529460578,"minecraft, love, play, please, like"
game fully fun please see friend trying conect realm cant please tell reason,negative,5,0.04055642849354717,"minecraft, love, play, please, like"
game lot laggy butstill,negative,1,0.04474031127073556,"game, nice, like, favourite, fun"
ive playing game since like im really fun edit almost year later dont know game cost money already bought long time ago pay play dont money buy game,negative,1,0.04782467671446919,"game, nice, like, favourite, fun"
play game world cool explore village there lot villager village,negative,1,0.019904224004763924,"game, nice, like, favourite, fun"
anyone elses game crash every ish minsedit crashing education edition mojang probably fix lag issue slight lag spike really fun play,negative,5,0.03065785421592268,"minecraft, love, play, please, like"
im struggling download game play store really really frustrating hope issue get fixed,negative,5,0.03192288778984351,"minecraft, love, play, please, like"
game wont let install ive played time wont let install sooo bad yk,negative,1,0.019248334537449084,"game, nice, like, favourite, fun"
enjoying minecraft year stopped playing developer couldnt fix bug doesnt let join realm even realm take forever loading screen back waiting minute every time tried everything like restarting device restarting game reinstalling game relogin account defferent realm even tried vpn nothing helped im g cellular network device realme narzo please fix bug,negative,5,0.0575624485423434,"minecraft, love, play, please, like"
nice game favourite game say super game,negative,1,0.11830167729882406,"game, nice, like, favourite, fun"
fault game cant use hack hive ban week wrong,negative,1,0.025619707962785686,"game, nice, like, favourite, fun"
love game go download game,negative,1,0.08316465743375538,"game, nice, like, favourite, fun"
mujhe rupaiya baba chahie account mein mujhe nahin karna game download,negative,1,0.01727075095742261,"game, nice, like, favourite, fun"
hate game,negative,1,0.06057523120253897,"game, nice, like, favourite, fun"
cool game recently joined beta program decided leave wouldnt allow mojang fix error pls,negative,1,0.01775532688511969,"game, nice, like, favourite, fun"
bro minecraft hate,negative,5,0.09747796886334324,"minecraft, love, play, please, like"
game favourite,negative,1,0.08355264759562793,"game, nice, like, favourite, fun"
game epic,negative,1,0.04791282152581428,"game, nice, like, favourite, fun"
harsh,negative,1,0.0,"game, nice, like, favourite, fun"
play time scale play long time risk headache vomiting fainting,negative,5,0.03853781588093526,"minecraft, love, play, please, like"
game goated,negative,1,0.04794513686622685,"game, nice, like, favourite, fun"
gtw tb pengn beli aja gra fomo tp ak ska game lama trs skrng main lg gr fomo tysm,negative,1,0.05153880950907288,"game, nice, like, favourite, fun"
like game bro,negative,1,0.05688367674132542,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
game expensive,negative,1,0.045711128419354846,"game, nice, like, favourite, fun"
game accha hai par service join nahi ho rahe hai kra karu,negative,1,0.01725224084882351,"game, nice, like, favourite, fun"
bad game grafic bad,negative,1,0.03963243194433015,"game, nice, like, favourite, fun"
nise game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
bad game downloading mojang,negative,1,0.04158303239903796,"game, nice, like, favourite, fun"
purchasing game cant download showing game cant downloaded,negative,1,0.04687732851173261,"game, nice, like, favourite, fun"
good game get rid boredom game explains sentence creativity limitsbut suggestion bedrock editionplease make regeneration fasterthis game worth price,negative,1,0.05896659790837039,"game, nice, like, favourite, fun"
im addicted game love game ad sometimes im pvping server love game even waiting bedrock hardcore,negative,5,0.06408352016432234,"minecraft, love, play, please, like"
game need refixing golem kill reasoni started raid golem started attacking friend one get killed attack totally different player reason take golem loot attack hit villager attack friend hit attack friend dont know bedrock bugg general please fix issue loss minecraft,negative,5,0.06110699770869922,"minecraft, love, play, please, like"
op game minecraft,negative,4,0.24904132962117279,"op, game, minecraft, ever, app"
think game insanely good keep crashing bracking still good game please fix wen thanks every update think fixed hope last time didnt please fix ill play may buy something maybe maybe know impossible make account ive tryed like time im almost done say dont see message sent myemailnot real please check youre junk folder im like wheres,negative,5,0.052513210343897956,"minecraft, love, play, please, like"
even gon lie minecraft full bug many bug infact even single one get fix whenever play survival glitch world whenever go end get elytron keep getting fall damage fire work men game bug game,negative,5,0.05453209223849307,"minecraft, love, play, please, like"
guy steve please bring back steves old base texture opinion new base texture look like garbage,negative,5,0.020081356884587103,"minecraft, love, play, please, like"
totally unplayable new control bring back touch control,negative,5,0.009545681718045661,"minecraft, love, play, please, like"
play game doesnt internet game fun unlimited time play already downloaded game like hardcore mode doesnt many mob like enderman way skeleton hard kill already watch trick kill skeleton many logic game im mean logic like fall damage dont know tell logic,negative,1,0.04657412733321893,"game, nice, like, favourite, fun"
op game dude,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
minecraft favourite game,negative,5,0.130147441678822,"minecraft, love, play, please, like"
like creativity game like free range thing could game fun game play sibling,negative,1,0.0880702859991576,"game, nice, like, favourite, fun"
thats game whole family play,negative,1,0.03357318993530878,"game, nice, like, favourite, fun"
minecraft server join disconnected please try solve game,negative,5,0.09892528815001576,"minecraft, love, play, please, like"
cant play people house wifi app since give take year always able play kid long wifi changed change recent would like back way child play without signed microsoft account sad cant play together didnt see way letting yall know im,negative,5,0.05130967744846394,"minecraft, love, play, please, like"
wonderfull game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
useless game wish could get money back,negative,1,0.027367350824633267,"game, nice, like, favourite, fun"
plz fix problem disconnect server humbly request,negative,5,0.03067013150330964,"minecraft, love, play, please, like"
transparent object like water glass showing black opaque samsung,negative,5,0.013173602846576362,"minecraft, love, play, please, like"
play game considere ogi tried beta grate tryed leave beta said l leave open game im still beta,negative,1,0.03183017611751424,"game, nice, like, favourite, fun"
w game finally got dream since childhood,negative,1,0.029527015269871042,"game, nice, like, favourite, fun"
oscreen gameand game lot storage composite apk minecraft allowayeast west minecraft bast,negative,5,0.13709938097450552,"minecraft, love, play, please, like"
good game lot bug annoying one enchant armour wear start glitch,negative,2,0.05771263328985814,"good, game, really, friend, app"
game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
ive playing since way back control retarded,negative,5,0.021773763451078173,"minecraft, love, play, please, like"
w game,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
game good crazy game goat love play game really enjoyed,negative,1,0.07272245294774266,"game, nice, like, favourite, fun"
bahut achcha game hai,negative,1,0.03300106003931324,"game, nice, like, favourite, fun"
game marketplace doesnt work there wardrobe malfunction cant open edit skin cant even choose skin like,negative,5,0.031860591577429376,"minecraft, love, play, please, like"
minecraft bast game minecraft pe mod epic nae ha,negative,5,0.10460790729541874,"minecraft, love, play, please, like"
game lot at dont know spell,negative,1,0.043856815611143456,"game, nice, like, favourite, fun"
keep crashing take way long load cant control phone,negative,5,0.021154531123084873,"minecraft, love, play, please, like"
game favourite game friend favourite game,negative,1,0.10426031900177113,"game, nice, like, favourite, fun"
minecraft ilove game,negative,5,0.2295873548220713,"minecraft, love, play, please, like"
hi wondering could somethings game like change water colour make scary forest like die leather armour minecraft player p love minecraft,negative,5,0.12185705067876655,"minecraft, love, play, please, like"
game supported multiplayer please clear bug,negative,1,0.04192296775145237,"game, nice, like, favourite, fun"
minecraft really flgood world one thing hate cant join bestie wifi mulitplayer stil cant play please fix soooon fixed thank much mincraft play bestie fixed along time ago thank,negative,5,0.08809903019214654,"minecraft, love, play, please, like"
yo make minecraft internet game play together without internet game lost hacker server see flying people pc player joining mobile version,negative,5,0.057136518970940256,"minecraft, love, play, please, like"
mind blowing game never bored game,negative,1,0.053850465313648635,"game, nice, like, favourite, fun"
updated minecraft beta minecraft want beta tester also like beta text top screen tried unistalling game reinstalling game gone tried accept beta game gone text pushing limit id rather everything back normal ive played game year bought different add ons id really like fixed id rather give better review,negative,5,0.056949658044567066,"minecraft, love, play, please, like"
game cool game free,negative,1,0.08895637650414737,"game, nice, like, favourite, fun"
suuuuuuuuuuuuuuuuupper interesting game like game much must play game,negative,1,0.09276665541698507,"game, nice, like, favourite, fun"
loved game year trust say thing right quality fun keep repeating thing even online seriously developer could add feature game nothing changed past year lot load different mobstreessome biome really thinking basic tutorial different mechanical block like anyone hate something keep repeatingit get unpleasantly boring,negative,5,0.027005823930083227,"minecraft, love, play, please, like"
new update absolutely awful modding community ruined many mod screw microsoft,negative,5,0.011727497603403296,"minecraft, love, play, please, like"
guy whats going unable join server india getting disconnected please solve,negative,5,0.030797169144844424,"minecraft, love, play, please, like"
finnaly buy mincraft honest tall game namber game,negative,1,0.07770294961275064,"game, nice, like, favourite, fun"
l like game,negative,1,0.10585517515596979,"game, nice, like, favourite, fun"
super game,negative,1,0.062184834157806027,"game, nice, like, favourite, fun"
year keep coming back game childhood literally built used play cracked version felt guilt bought official version really appreciate game life thanks notch,negative,1,0.0314343386924988,"game, nice, like, favourite, fun"
game dont load device help,negative,1,0.03406475446161805,"game, nice, like, favourite, fun"
used play game little recently crashing every minute ive tried uninstall redownload doesnt work,negative,1,0.020511968961428987,"game, nice, like, favourite, fun"
op game,negative,4,0.2912359969570893,"op, game, minecraft, ever, app"
couldnt upload world relm spent money reason,negative,5,0.010558308120351606,"minecraft, love, play, please, like"
done steve unbelievable departure original never wanted pay microsoft bought game member imagined would mess game much refunded,negative,1,0.038716079591936126,"game, nice, like, favourite, fun"
game good dont like sign problem game,negative,2,0.08722663564710195,"good, game, really, friend, app"
change stupid game trying tell feedback im sending say fix problem im trying fix problem im like,negative,5,0.035102221542388234,"minecraft, love, play, please, like"
keep crashing dont know tried without addons still crash star play edit found crashing game using cherry tree template simply doesnt work,negative,5,0.021183933049750088,"minecraft, love, play, please, like"
game really good nearly impossible restore world oafter android update tried way tell workingthere solution definitely useless tried possible way solve problem nothing happensthe main reason game discontinued player couldnt restore old data think forgot problem quitting game maybe forever solve problem return,negative,1,0.027334546798972976,"game, nice, like, favourite, fun"
cant even play game useless minectaft console,negative,1,0.031025830226066378,"game, nice, like, favourite, fun"
bast game,negative,1,0.05491745381475543,"game, nice, like, favourite, fun"
nice game like game,negative,1,0.14289065855070282,"game, nice, like, favourite, fun"
game prefect realm setting bad subscribed realm tried many time download world didnt work game still writing error accourd search website solve problem nothing worked please minecraft admins solve problem soon possible one play friend,negative,5,0.07450262706777092,"minecraft, love, play, please, like"
game good scary also,negative,2,0.09344914397158642,"good, game, really, friend, app"
game self bad purchase accident game refused download refusing give refund could give star would better,negative,1,0.04278528321097367,"game, nice, like, favourite, fun"
really fun game though hoping nether portal fixed finally unfortunately theyre still really wonky bedrock work much better java put portal near spawner id portal portal connecting go back nether overworld make another portal,negative,5,0.012650007431682875,"minecraft, love, play, please, like"
like game,negative,1,0.10585517515596979,"game, nice, like, favourite, fun"
minecraft bahut hi badhiya game hai,negative,5,0.07496888967552577,"minecraft, love, play, please, like"
biggest w game ever,negative,1,0.0749887086075719,"game, nice, like, favourite, fun"
car game mujhko koi bhi download nahin karen agar isko milian logon ne delete kar diya tune unke pure karod rupaye diye bahut amir hun main,negative,1,0.017304641365490068,"game, nice, like, favourite, fun"
really like game game awesome teach quite thing also created memory game friend played,negative,1,0.06006352864768438,"game, nice, like, favourite, fun"
hadnt played minecraft missing big part gaming communityit always relaxing play friendsyou anything play,negative,5,0.07077671992188468,"minecraft, love, play, please, like"
want give star unfortunately india unable join server even server dont know mojang want solve problem soon possibke please,negative,5,0.05163139450910658,"minecraft, love, play, please, like"
past couple update severely underwhelming,negative,5,0.0067904685454363055,"minecraft, love, play, please, like"
good game want start world load loading lag kick game dont like,negative,2,0.052231988635405756,"good, game, really, friend, app"
hate new logo,negative,5,0.007734372917886009,"minecraft, love, play, please, like"
cazy game incredable creativity,negative,1,0.06240546649539268,"game, nice, like, favourite, fun"
buy game there something wrong fave data recent cant download someone help fix,negative,5,0.028647233361418285,"minecraft, love, play, please, like"
fav game time,negative,1,0.04780703876635004,"game, nice, like, favourite, fun"
super game,negative,1,0.062184834157806027,"game, nice, like, favourite, fun"
pro game,negative,1,0.04696177343482117,"game, nice, like, favourite, fun"
paid bought game there license issue,negative,1,0.0277072950552866,"game, nice, like, favourite, fun"
like game much,negative,1,0.07191431753378233,"game, nice, like, favourite, fun"
favourite game every one play game interesting game,negative,1,0.09929261367868265,"game, nice, like, favourite, fun"
low fps phone suck youre looking around shake much kinda find curious exynossamshng device problem pls mojang fix unplayable exprerince pls hope see problem wishing lifetime mojang see review,negative,5,0.03023983096026088,"minecraft, love, play, please, like"
app weird hiccuping lag every second turned fps render distance chunk per ingame recommendation still lagged,negative,5,0.010639257629187044,"minecraft, love, play, please, like"
game osm,negative,1,0.1996057720978985,"game, nice, like, favourite, fun"
super game playing year adventure game,negative,1,0.07069053793797515,"game, nice, like, favourite, fun"
game better game played one block one chest,negative,1,0.04885484884668159,"game, nice, like, favourite, fun"
favourite game,negative,1,0.08355264759562793,"game, nice, like, favourite, fun"
best game everi cant explain good game isyou built whatever imagined whatever wantminecraft game felt nostalgia peace excitement much adventuresive playing game almost decade however previous update experience several issue like lag bug currently using lowend device disappointed mojang couldnt fix issue lowend devicesyet best game ever,negative,1,0.04593393170396457,"game, nice, like, favourite, fun"
ive played game since early stage newer touch pad control bad played would quit entirely within week,negative,1,0.019119456717213712,"game, nice, like, favourite, fun"
playing game phone dont know beat rock java please anyone help,negative,5,0.030684679995366684,"minecraft, love, play, please, like"
got redeem offer rupee cried got dream game,negative,1,0.023471703994484838,"game, nice, like, favourite, fun"
game good play game hard like wow,negative,2,0.08120727631476285,"good, game, really, friend, app"
love game veryyyy fun disappointment minecraft glitch playing one friend noticed placed bloxs would disappear got kicked server playing talking watchdog four time,negative,5,0.09524521840658139,"minecraft, love, play, please, like"
hello sir game minecraft bought rupee installed reason uninstalled game download say trouble verify game please download store reconnect internet please check help get back cuz really wan play right thank,negative,5,0.0654713804601144,"minecraft, love, play, please, like"
minecraft pale garden someone said release snapshot,negative,5,0.05368597009509184,"minecraft, love, play, please, like"
game really good add vampire vampire mansion game please,negative,2,0.07695638195088862,"good, game, really, friend, app"
minecraft beast game beo,negative,5,0.09490486850581804,"minecraft, love, play, please, like"
game beat game favourite game life best game ever existed,negative,1,0.10386682794782354,"game, nice, like, favourite, fun"
somethings wrong minecraft update updated working world make new work old school mix update gone mojang please fix update working,negative,5,0.07190269236233182,"minecraft, love, play, please, like"
manage game ke liye rupee kharch kiye per yah install hote hi kya den install bata deta hai jisse ki main isase khel nahin pa raha hun mera mobile gb ram ka hai aur dopahri mein khel nahin pa raha android bhi yha cant install bta rha hai,negative,5,0.01523434198308833,"minecraft, love, play, please, like"
impossible install already paid already try every google play possible solution,negative,5,0.020461322462454138,"minecraft, love, play, please, like"
minecraft game refind money please refund money parent angry,negative,5,0.07405217126207238,"minecraft, love, play, please, like"
like game,negative,1,0.10585517515596979,"game, nice, like, favourite, fun"
thankyou fixing game freeze glitch,negative,1,0.033080113546769464,"game, nice, like, favourite, fun"
love game paid cant install game mojang please something,negative,5,0.08059538113431362,"minecraft, love, play, please, like"
tha game crazy please upgrade hand pocket adition,negative,1,0.024349433769452665,"game, nice, like, favourite, fun"
purchased minecraft poco f phone extremely lagging game optimized,negative,5,0.05829932725504066,"minecraft, love, play, please, like"
sandbox type adventurousetci play since love gameand yeah one thing someone say minecraft boring game break nose,negative,5,0.08836739571788921,"minecraft, love, play, please, like"
mehkinda bad,negative,5,0.006825022149960111,"minecraft, love, play, please, like"
worst,negative,5,0.0014618759055273812,"minecraft, love, play, please, like"
minecraft pocket edition mcpe ultimate choice mobile gaming brings full minecraft experience mobile letting create explore survive massive open world game everything building adventure creativity excitement small screen,negative,5,0.0686197468429288,"minecraft, love, play, please, like"
stop adding thing make laggy already like game good proformance atrocious,negative,2,0.058617477256238885,"good, game, really, friend, app"
dream game,negative,1,0.05166142471685726,"game, nice, like, favourite, fun"
need refund couldnt download game frustrating saved lot money,negative,1,0.02258995602206561,"game, nice, like, favourite, fun"
tumhara game mere paisa kha gya mere mere wapas kar varna tum per case thok dunga samjhe mere paisa wapas kar na tumhari khopadi mein sari ki pet mein goli marunga aur sar mein marunga samjhe mujhe mojang balo,negative,1,0.008283883948405752,"game, nice, like, favourite, fun"
game working properlywhen mining block dont come inventory,negative,1,0.024082181893698616,"game, nice, like, favourite, fun"
dear mojang ruined game mobile player new pad make hard move around please give option switch back old pad,negative,5,0.023479303096210883,"minecraft, love, play, please, like"
fun guy need something fake game,negative,1,0.03179210609495891,"game, nice, like, favourite, fun"
